1720811114.7206607,1609461662909120000
1720811154.6569076,1609461702976472000
1720811228.3870227,1609461739713570000
1720811228.388101,1609461750827710000
1720811228.3890707,1609461761016690000
1720811228.389672,1609461771175315000
1720811228.390403,1609461781328562000
1720811232.6314511,1609461791489573000
1720811242.7736645,1609461801632002000
1720811252.9241493,1609461811782232000
1720811263.060597,1609461821919077000
1720811273.186566,1609461832044690000
1720811283.3384304,1609461842196615000
1720811293.5170128,1609461852318669000
1720811303.6548147,1609461862456733000
1720811313.755028,1609461872612844000
1720811323.9142327,1609461882772243000
1720811334.042176,1609461892899527000
1720811344.2064931,1609461903025244000
1720811354.315109,1609461913172310000
1720811364.464553,1609461923321479000
1720811374.5993874,1609461933457204000
1720811384.7331884,1609461943589719000
1720811394.895572,1609461953733271000
1720811405.033748,1609461963891130000
1720811415.1955214,1609461974048944000
1720811425.3167179,1609461984173859000
1720811435.4264822,1609461994284779000
1720811445.5721712,1609462004429312000
1720811455.6961322,1609462014553014000
1720811465.8596299,1609462024699439000
1720811475.99772,1609462034834201000
1720811486.1426847,1609462044999437000
1720811496.2977655,1609462055146873000
1720811506.4163692,1609462065272838000
1720811516.5175009,1609462075369671000
1720811526.6869004,1609462085507133000
1720811536.8012156,1609462095657974000
1720811546.9494536,1609462105806462000
1720811557.077264,1609462115933968000
1720811567.214841,1609462126072170000
1720811577.3372922,1609462136194826000
1720811587.4742274,1609462146331251000
1720811597.6064653,1609462156463488000
1720811607.788992,1609462166610833000
1720811617.8807235,1609462176737790000
1720811628.064492,1609462186882795000
1720811638.168242,1609462197025444000
1720811648.3018675,1609462207158989000
1720811658.5821888,1609462217341079000
1720811668.6228514,1609462227478278000
1720811678.7544553,1609462237608906000
1720811688.9080822,1609462247748797000
1720811699.0104148,1609462257866257000
1720811709.1673949,1609462267993428000
1720811719.2755547,1609462278132412000
1720811729.4118097,1609462288268490000
1720811739.539997,1609462298396857000
