Timestamp (unix time nano seconds)
1718374127313621000, Hall
1718374127363590000, Hall
1718374127399454000, Omega
1718374127413691000, Hall
1718374127464044000, Hall
1718374127514101000, Hall
1718374127564374000, Hall
1718374127614261000, Hall
1718374127664409000, Hall
1718374127714081000, Hall
1718374127763963000, Hall
1718374127813869000, Hall
1718374127863944000, Hall
1718374127913636000, Hall
1718374127963911000, Hall
1718374128014221000, Hall
1718374128064332000, Hall
1718374128113814000, Hall
1718374128163454000, Hall
1718374128213208000, Hall
1718374128262986000, Hall
1718374128312406000, Hall
1718374128362385000, Hall
1718374128412368000, Hall
1718374128462502000, Hall
1718374128512365000, Hall
1718374128562754000, Hall
1718374128612876000, Hall
1718374128663077000, Hall
1718374128712796000, Hall
1718374128762697000, Hall
1718374128812782000, Hall
1718374128862970000, Hall
1718374128912575000, Hall
1718374128962555000, Hall
1718374129012471000, Hall
1718374129062871000, Hall
1718374129113019000, Hall
1718374129163361000, Hall
1718374129213597000, Hall
1718374129263891000, Hall
1718374129313502000, Hall
1718374129363704000, Hall
1718374129413933000, Hall
1718374129464120000, Hall
1718374129513763000, Hall
1718374129564063000, Hall
1718374129614271000, Hall
1718374129664663000, Hall
1718374129714349000, Hall
1718374129764340000, Hall
1718374129814023000, Hall
1718374129864116000, Hall
1718374129913949000, Hall
1718374129964599000, Hall
1718374130014972000, Hall
1718374130065299000, Hall
1718374130115257000, Hall
1718374130165268000, Hall
1718374130215296000, Hall
1718374130265361000, Hall
1718374130314977000, Hall
1718374130365047000, Hall
1718374130414863000, Hall
1718374130465015000, Hall
1718374130514818000, Hall
1718374130565255000, Hall
1718374130615499000, Hall
1718374130665861000, Hall
1718374130715875000, Hall
1718374130766472000, Hall
1718374130816889000, Hall
1718374130867051000, Hall
1718374130916583000, Hall
1718374130966322000, Hall
1718374131016055000, Hall
1718374131066315000, Hall
1718374131116414000, Hall
1718374131166851000, Hall
1718374131216972000, Hall
1718374131267136000, Hall
1718374131316884000, Hall
1718374131367171000, Hall
1718374131417357000, Hall
1718374131467568000, Hall
1718374131517286000, Hall
1718374131567086000, Hall
1718374131617104000, Hall
1718374131667370000, Hall
1718374131717214000, Hall
1718374131767493000, Hall
1718374131817627000, Hall
1718374131868020000, Hall
1718374131918148000, Hall
1718374131968809000, Hall
1718374132019310000, Hall
1718374132070247000, Hall
1718374132120761000, Hall
1718374132171433000, Hall
1718374132221579000, Hall
1718374132271473000, Hall
1718374132321417000, Hall
1718374132371634000, Hall
1718374132421657000, Hall
1718374132471514000, Hall
1718374132472658000, Omega
1718374132521017000, Hall
1718374132570715000, Hall
1718374132620698000, Hall
1718374132670986000, Hall
1718374132720691000, Hall
1718374132770632000, Hall
1718374132820613000, Hall
1718374132871058000, Hall
1718374132921024000, Hall
1718374132971213000, Hall
1718374133021514000, Hall
1718374133071892000, Hall
1718374133121843000, Hall
1718374133171929000, Hall
1718374133222210000, Hall
1718374133272573000, Hall
1718374133322415000, Hall
1718374133372648000, Hall
1718374133423018000, Hall
1718374133473665000, Hall
1718374133524165000, Hall
1718374133574732000, Hall
1718374133625289000, Hall
1718374133675733000, Hall
1718374133725609000, Hall
1718374133775982000, Hall
1718374133826316000, Hall
1718374133876889000, Hall
1718374133926823000, Hall
1718374133976783000, Hall
1718374134026681000, Hall
1718374134076952000, Hall
1718374134126439000, Hall
1718374134176508000, Hall
1718374134226533000, Hall
1718374134276730000, Hall
1718374134326738000, Hall
1718374134377051000, Hall
1718374134427125000, Hall
1718374134477384000, Hall
1718374134527319000, Hall
1718374134577427000, Hall
1718374134627616000, Hall
1718374134677624000, Hall
1718374134727209000, Hall
1718374134776969000, Hall
1718374134826964000, Hall
1718374134877332000, Hall
1718374134927241000, Hall
1718374134977460000, Hall
1718374135027605000, Hall
1718374135077966000, Hall
1718374135127763000, Hall
1718374135178068000, Hall
1718374135228357000, Hall
1718374135278571000, Hall
1718374135328291000, Hall
1718374135378716000, Hall
1718374135429178000, Hall
1718374135479981000, Hall
1718374135530272000, Hall
1718374135580503000, Hall
1718374135630460000, Hall
1718374135680613000, Hall
1718374135730682000, Hall
1718374135780988000, Hall
1718374135831339000, Hall
1718374135881644000, Hall
1718374135931727000, Hall
1718374135982044000, Hall
1718374136032464000, Hall
1718374136082929000, Hall
1718374136132808000, Hall
1718374136182842000, Hall
1718374136232640000, Hall
1718374136282782000, Hall
1718374136332829000, Hall
1718374136382943000, Hall
1718374136433156000, Hall
1718374136483211000, Hall
1718374136533311000, Hall
1718374136583442000, Hall
1718374136633585000, Hall
1718374136683668000, Hall
1718374136733458000, Hall
1718374136783648000, Hall
1718374136833951000, Hall
1718374136884420000, Hall
1718374136934596000, Hall
1718374136984895000, Hall
1718374137035237000, Hall
1718374137085774000, Hall
1718374137135952000, Hall
1718374137186695000, Hall
1718374137237401000, Hall
1718374137288314000, Hall
1718374137338500000, Hall
1718374137388765000, Hall
1718374137439324000, Hall
1718374137489872000, Hall
1718374137539894000, Hall
1718374137557634000, Omega
1718374137590273000, Hall
1718374137640478000, Hall
1718374137690902000, Hall
1718374137740700000, Hall
1718374137790986000, Hall
1718374137841386000, Hall
1718374137892045000, Hall
1718374137942280000, Hall
1718374137992742000, Hall
1718374138042988000, Hall
1718374138093202000, Hall
1718374138142715000, Hall
1718374138192831000, Hall
1718374138242832000, Hall
1718374138293178000, Hall
1718374138343241000, Hall
1718374138393559000, Hall
1718374138443811000, Hall
1718374138494154000, Hall
1718374138544469000, Hall
1718374138594825000, Hall
1718374138645000000, Hall
1718374138695362000, Hall
1718374138745365000, Hall
1718374138795828000, Hall
1718374138846318000, Hall
1718374138896944000, Hall
1718374138946946000, Hall
1718374138996976000, Hall
1718374139047032000, Hall
1718374139097347000, Hall
1718374139147414000, Hall
1718374139197568000, Hall
1718374139247775000, Hall
1718374139298294000, Hall
1718374139347553000, Hall
1718374139397175000, Hall
1718374139446910000, Hall
1718374139496974000, Hall
1718374139546690000, Hall
1718374139597028000, Hall
1718374139647150000, Hall
1718374139697413000, Hall
1718374139747241000, Hall
1718374139797317000, Hall
1718374139847099000, Hall
1718374139897004000, Hall
1718374139946681000, Hall
1718374139996792000, Hall
1718374140046711000, Hall
1718374140096610000, Hall
1718374140146127000, Hall
1718374140196185000, Hall
1718374140245889000, Hall
1718374140295762000, Hall
1718374140345300000, Hall
1718374140395039000, Hall
1718374140444795000, Hall
1718374140494978000, Hall
1718374140544782000, Hall
1718374140594968000, Hall
1718374140645284000, Hall
1718374140695845000, Hall
1718374140745678000, Hall
1718374140795508000, Hall
1718374140845321000, Hall
1718374140895539000, Hall
1718374140945368000, Hall
1718374140995655000, Hall
1718374141045866000, Hall
1718374141096214000, Hall
1718374141146076000, Hall
1718374141196155000, Hall
1718374141246054000, Hall
1718374141296269000, Hall
1718374141346174000, Hall
1718374141396314000, Hall
1718374141446231000, Hall
1718374141496326000, Hall
1718374141545780000, Hall
1718374141595635000, Hall
1718374141645302000, Hall
